12,38,0.785398
12,39,1.570796
12,40,2.356194
12,46,0.785398
12,47,1.892547
12,51,1.249046
12,52,2.356194
13,24,1.249046
13,25,3.141593
13,65,1.570796
14,47,-0.785398
14,51,-2.356194
15,15,2.356194
15,22,-0.785398
15,78,2.356194
16,14,-1.570796
17,25,0.785398
17,26,2.356194
18,25,-0.785398
19,59,1.249046
20,61,-2.356194
21,14,3.141593
21,38,0.321751
21,40,2.819842
21,57,0.321751
23,31,0.785398
23,38,-0.321751
23,41,2.819842
23,57,3.141593
23,81,2.356194
24,41,-2.356194
25,8,0.321751
25,33,0.000000
25,34,1.570796
25,35,2.356194
25,37,0.785398
25,38,2.356194
25,54,0.321751
25,58,2.819842
26,8,-0.785398
26,38,-2.356194
26,54,-0.785398
26,58,-2.356194
27,20,1.249046
27,25,0.785398
27,29,-0.321751
27,31,-2.819842
27,58,-1.570796
27,61,0.785398
28,25,0.000000
28,42,-1.570796
28,54,-1.570796
28,62,-2.356194
29,25,-0.785398
29,35,2.356194
29,51,-1.570796
29,66,-2.356194
30,16,-0.785398
30,25,2.356194
30,33,2.356194
30,34,-0.785398
30,35,-2.356194
30,66,0.785398
30,73,1.570796
30,75,-1.892547
30,84,3.141593
31,16,0.785398
31,24,0.000000
31,25,-2.356194
31,55,1.570796
31,58,1.570796
31,68,1.892547
32,16,0.000000
32,23,1.570796
32,26,0.785398
32,43,1.570796
32,65,0.321751
32,74,2.819842
33,31,0.000000
33,32,-2.356194
33,74,-2.356194
34,23,-1.249046
34,24,3.141593
34,30,3.141593
34,48,-1.570796
34,52,1.570796
34,58,-1.570796
34,66,-2.356194
34,74,2.356194
35,8,2.356194
35,17,-1.892547
35,21,-2.819842
35,43,0.785398
35,55,-1.570796
35,76,1.249046
36,12,1.249046
36,25,-0.785398
36,37,-2.356194
36,40,-1.570796
36,43,-0.321751
36,44,2.819842
36,52,-1.570796
36,76,-1.892547
36,78,-2.356194
36,86,2.819842
37,6,0.321751
37,9,0.000000
37,44,-2.356194
37,67,0.321751
37,70,-2.356194
37,74,-0.785398
37,86,-2.356194
38,6,-0.785398
38,15,3.141593
38,44,0.785398
38,56,1.570796
38,59,1.570796
38,67,-0.785398
39,41,1.570796
39,44,-0.321751
39,45,2.819842
39,56,-1.570796
39,59,-1.570796
39,67,-1.570796
39,71,1.570796
39,75,-2.356194
39,76,-0.785398
39,77,-1.570796
39,78,-2.356194
39,81,-0.785398
39,82,-1.892547
40,14,3.141593
40,24,1.570796
40,30,-1.570796
40,41,-1.570796
40,45,-2.356194
40,73,-1.892547
41,16,-2.819842
41,22,-1.570796
41,24,3.141593
41,53,0.785398
42,48,1.570796
42,54,-2.356194
42,68,0.000000
42,69,0.000000
43,24,-0.321751
43,27,1.892547
43,32,1.570796
43,48,2.356194
43,70,-0.785398
43,73,2.356194
43,85,-0.785398
43,87,2.819842
44,12,0.321751
44,42,1.570796
44,47,-0.785398
45,33,-2.356194
45,72,0.785398
46,11,-0.785398
46,12,-2.356194
46,19,1.249046
46,20,2.356194
46,24,-0.785398
46,30,2.819842
46,42,-1.570796
46,72,0.000000
46,83,1.249046
47,4,0.785398
47,6,1.249046
47,7,2.356194
47,9,1.570796
47,30,-1.570796
47,39,1.570796
47,54,1.570796
47,72,-0.785398
48,4,0.000000
48,9,-2.819842
48,17,0.000000
48,18,-1.892547
48,25,0.321751
48,27,2.819842
48,31,1.570796
48,39,-0.321751
48,40,2.819842
48,47,0.000000
48,48,3.141593
48,51,1.570796
48,54,-1.570796
48,83,-1.249046
49,4,-0.785398
49,6,-1.249046
49,8,-1.892547
49,11,0.000000
49,31,-0.321751
49,32,2.819842
49,51,-1.570796
49,72,0.785398
50,10,1.570796
50,16,-1.570796
50,37,1.570796
50,40,-0.321751
50,45,1.570796
50,72,-0.321751
50,75,1.570796
50,76,2.356194
51,9,0.000000
51,20,0.785398
51,21,1.570796
51,22,2.356194
51,29,2.819842
51,32,-0.321751
51,42,2.819842
51,45,-1.570796
51,89,2.356194
52,4,0.785398
52,8,1.570796
52,18,1.570796
52,34,3.141593
52,38,0.000000
52,39,1.892547
52,42,-1.570796
52,50,1.570796
52,53,0.785398
52,72,0.321751
52,84,0.785398
52,85,1.892547
52,89,3.141593
53,6,2.356194
53,11,-0.785398
53,17,0.000000
53,18,-2.356194
53,21,-2.819842
53,24,0.321751
53,27,-1.249046
53,31,1.570796
53,32,3.141593
53,35,1.570796
53,63,0.785398
53,68,1.570796
53,72,-0.785398
53,89,-2.356194
54,3,0.321751
54,9,2.819842
54,24,-0.785398
54,35,-0.321751
54,41,2.819842
54,54,-1.570796
54,76,-1.249046
54,77,-2.356194
55,9,-2.356194
55,19,-1.570796
55,24,2.356194
55,29,-0.321751
55,41,-2.356194
55,69,0.000000
55,70,1.570796
56,3,-0.321751
56,11,2.356194
56,14,-0.785398
56,21,0.000000
56,24,3.141593
56,38,2.819842
56,41,-1.570796
56,44,-1.570796
56,52,-1.570796
56,72,0.000000
56,73,1.570796
56,75,1.892547
56,89,2.356194
57,7,-2.356194
57,10,1.570796
57,24,-2.356194
57,33,-0.321751
57,67,0.000000
57,68,1.892547
57,70,2.356194
57,75,-1.249046
57,76,-2.356194
57,77,0.785398
57,78,1.892547
57,86,-1.249046
57,87,-2.356194
57,89,3.141593
58,3,0.321751
58,9,0.000000
58,30,0.785398
58,36,1.892547
58,38,-0.785398
58,39,-2.356194
58,40,3.141593
58,78,-1.249046
58,79,-2.356194
58,89,-2.356194
59,3,-0.785398
59,8,-0.785398
59,12,2.356194
59,23,-0.785398
59,25,2.819842
59,32,0.785398
59,36,-1.249046
59,52,1.570796
59,65,0.785398
59,71,-2.356194
59,72,-0.785398
59,73,-1.570796
59,74,3.141593
59,89,2.356194
60,6,-2.356194
60,89,3.141593
61,9,0.000000
61,14,2.356194
61,17,2.356194
61,20,-0.785398
61,27,0.785398
61,53,-2.356194
61,67,0.000000
61,89,-2.356194
62,13,-0.785398
62,14,-2.356194
62,40,0.000000
62,48,-2.356194
62,72,0.785398
62,73,1.892547
62,82,0.000000
62,83,1.892547
63,2,0.321751
63,4,2.819842
63,41,-1.570796
63,73,-1.249046
63,74,-2.356194
63,75,3.141593
63,77,0.000000
63,83,-1.249046
63,85,1.892547
63,90,2.819842
64,16,0.000000
64,27,0.321751
64,31,0.785398
64,33,1.892547
64,43,3.141593
64,46,0.000000
64,54,0.000000
64,55,3.141593
64,66,2.356194
64,85,-1.249046
64,86,-2.356194
65,2,-0.321751
65,4,-2.819842
65,17,-2.356194
65,27,-1.570796
65,38,-1.249046
65,47,-1.570796
65,70,0.000000
65,73,3.141593
65,82,2.356194
65,88,-1.249046
65,90,3.141593
66,12,1.570796
66,30,0.321751
66,40,-1.570796
66,49,3.141593
66,53,0.785398
66,64,-0.785398
66,90,-2.356194
67,3,0.785398
67,12,-2.819842
67,18,-0.785398
67,21,-0.785398
67,30,-1.570796
67,36,0.000000
67,37,1.892547
67,58,0.785398
67,82,-0.785398
67,83,-1.570796
67,84,-2.356194
67,85,0.785398
67,86,1.892547
68,3,0.000000
68,10,0.000000
68,11,-1.892547
68,14,-0.785398
68,24,1.570796
68,39,1.892547
68,46,0.000000
68,74,0.000000
68,75,3.141593
68,77,0.785398
68,86,-1.249046
68,88,1.892547
68,90,2.356194
69,3,-0.785398
69,9,1.570796
69,20,2.356194
69,23,0.321751
69,24,-2.819842
69,40,3.141593
69,68,3.141593
69,80,3.141593
70,9,-2.819842
70,13,2.356194
70,19,-0.785398
70,23,-1.570796
70,27,-0.785398
70,31,3.141593
70,35,-0.785398
70,36,-1.570796
70,38,2.356194
70,45,1.570796
70,49,1.570796
70,52,1.249046
70,53,2.356194
70,57,0.000000
70,58,1.892547
70,60,2.356194
70,70,0.000000
70,72,3.141593
70,84,0.785398
71,7,0.321751
71,12,1.570796
71,30,-1.570796
71,33,-0.785398
71,41,2.356194
71,45,0.000000
71,58,-1.249046
71,75,0.000000
71,76,3.141593
71,87,0.785398
71,88,2.356194
72,7,-1.570796
72,11,0.000000
72,21,-0.785398
72,38,-0.785398
72,39,-2.356194
72,55,2.356194
72,65,0.000000
72,67,3.141593
72,78,0.000000
72,80,0.785398
72,81,1.892547
72,88,-1.570796
72,91,2.356194
73,2,0.785398
73,5,1.249046
73,6,3.141593
73,36,0.000000
73,43,1.570796
73,45,-1.570796
73,70,0.000000
73,71,3.141593
73,81,-1.249046
73,83,1.892547
73,90,-0.785398
74,2,-0.321751
74,5,-1.892547
74,14,3.141593
74,19,2.356194
74,23,2.356194
74,55,-1.249046
74,56,-2.356194
74,57,3.141593
74,83,-1.249046
74,84,-2.356194
75,8,1.570796
75,12,1.570796
75,18,-0.785398
75,26,-0.785398
75,39,0.000000
75,40,-1.892547
75,52,-2.356194
75,79,0.785398
75,86,0.000000
75,87,1.892547
76,3,0.785398
76,6,1.249046
76,11,0.000000
76,12,-2.356194
76,21,-0.785398
76,29,-0.785398
76,38,-0.785398
76,43,2.356194
76,71,2.356194
76,73,3.141593
76,87,-1.249046
76,88,-2.356194
76,89,0.785398
76,90,1.892547
77,3,0.000000
77,5,-0.785398
77,6,-1.892547
77,42,0.000000
77,47,2.356194
77,49,-1.570796
77,75,0.000000
77,82,0.000000
